Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,505393,-,-,-,49.13,6.18,1,171,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Wind Direction,Wind Speed,Precipitable Water,Solar Zenith Angle,Surface Albedo,Pressure,Relative Humidity,Ozone,GHI,DHI,DNI,Fill Flag,Dew Point,Cloud Type,Clearsky GHI
2019,1,1,7,0,2,0,0,266,2.2,0.9,103.86,0.13,1010,97.65,0.28200000000000003,0,0,0,0,1.7000000000000002,4,0
2019,1,1,7,15,2.1,0,0,268,2.1,0.9,101.57000000000001,0.13,1010,96.95,0.28200000000000003,0,0,0,0,1.7000000000000002,1,0
2019,1,1,7,30,2.2,0,0,269,2.1,0.9,99.31,0.13,1010,96.27,0.28200000000000003,0,0,0,0,1.7000000000000002,0,0
2019,1,1,7,45,2.3000000000000003,0,0,271,2,0.9,97.11,0.13,1010,99.15,0.28200000000000003,0,0,0,0,2.2,1,0
2019,1,1,8,0,2.3000000000000003,0,0,272,1.9000000000000001,0.9,94.95,0.13,1010,99.15,0.28200000000000003,0,0,0,0,2.2,0,0
2019,1,1,8,15,2.6,0,0,272,2,0.9,92.86,0.13,1010,97.06,0.28200000000000003,0,0,0,0,2.2,0,0
2019,1,1,8,30,2.8000000000000003,0,0,272,2.1,0.9,90.19,0.13,1010,95.7,0.28200000000000003,0,0,0,0,2.2,0,0
2019,1,1,8,45,3.1,13,125,272,2.2,0.9,88.51,0.13,1010,99.32000000000001,0.28200000000000003,16,13,125,0,3,1,16
2019,1,1,9,0,3.3000000000000003,22,238,273,2.3000000000000003,0.8,86.75,0.13,1010,97.93,0.281,36,22,238,0,3,1,36
2019,1,1,9,15,3.6,31,333,272,2.5,0.8,85.01,0.13,1010,95.88,0.28200000000000003,60,31,333,0,3,1,60
2019,1,1,9,30,3.8000000000000003,38,410,271,2.6,0.8,83.33,0.13,1010,94.55,0.28200000000000003,85,38,410,0,3,1,85
2019,1,1,9,45,4.1000000000000005,44,470,271,2.8000000000000003,0.8,81.73,0.13,1010,97.86,0.28200000000000003,112,44,470,0,3.8000000000000003,1,112
2019,1,1,10,0,4.4,49,522,270,2.9000000000000004,0.8,80.23,0.13,1010,95.82000000000001,0.28200000000000003,9,9,0,3,3.8000000000000003,4,138
2019,1,1,10,15,4.6000000000000005,54,563,270,3,0.8,78.84,0.13,1009,94.4,0.28300000000000003,11,11,0,3,3.8000000000000003,4,163
2019,1,1,10,30,4.800000000000001,57,598,270,3.1,0.8,77.55,0.13,1009,93.09,0.28300000000000003,186,57,598,0,3.8000000000000003,0,186
2019,1,1,10,45,4.9,60,628,269,3.2,0.8,76.39,0.13,1009,96.06,0.28300000000000003,14,14,0,3,4.3,4,208
2019,1,1,11,0,5.1000000000000005,63,646,269,3.3000000000000003,0.9,75.35000000000001,0.13,1009,94.74,0.28400000000000003,15,15,0,3,4.3,4,226
2019,1,1,11,15,5.300000000000001,65,665,271,3.4000000000000004,0.9,74.45,0.13,1009,93.43,0.28400000000000003,16,16,0,0,4.3,4,243
2019,1,1,11,30,5.4,66,680,272,3.5,0.9,73.69,0.13,1009,92.78,0.28400000000000003,257,66,680,0,4.3,0,257
2019,1,1,11,45,5.5,66,701,274,3.5,0.9,73.07000000000001,0.13,1009,93.04,0.28500000000000003,19,19,0,0,4.5,4,270
2019,1,1,12,0,5.6000000000000005,67,709,276,3.6,0.9,72.60000000000001,0.13,1009,92.39,0.28500000000000003,19,19,0,0,4.5,4,279
2019,1,1,12,15,5.7,68,710,277,3.6,1,72.27,0.13,1009,91.76,0.28500000000000003,20,20,0,0,4.5,4,284
2019,1,1,12,30,5.7,68,713,279,3.7,1,72.11,0.13,1008,91.67,0.28500000000000003,20,20,0,0,4.4,4,287
2019,1,1,12,45,5.7,69,709,280,3.7,1,72.09,0.13,1008,91.13,0.28500000000000003,20,20,0,0,4.4,4,287
2019,1,1,13,0,5.800000000000001,69,702,282,3.7,1.1,72.23,0.13,1008,90.5,0.28500000000000003,20,20,0,0,4.4,4,283
2019,1,1,13,15,5.7,68,697,281,3.6,1.1,72.53,0.13,1008,91.13,0.28400000000000003,19,19,0,0,4.4,4,278
2019,1,1,13,30,5.6000000000000005,67,689,280,3.5,1.1,72.98,0.13,1008,91.76,0.28400000000000003,19,19,0,0,4.4,4,269
2019,1,1,13,45,5.5,67,670,280,3.4000000000000004,1.2000000000000002,73.57000000000001,0.13,1008,91.81,0.28400000000000003,18,18,0,0,4.3,4,256
2019,1,1,14,0,5.4,65,656,279,3.3000000000000003,1.2000000000000002,74.31,0.13,1008,92.45,0.28300000000000003,17,17,0,0,4.3,4,242
2019,1,1,14,15,5.300000000000001,63,638,279,3.2,1.2000000000000002,75.19,0.13,1008,93.09,0.28300000000000003,226,63,638,0,4.3,1,226
2019,1,1,14,30,5.2,60,615,278,3.2,1.2000000000000002,76.2,0.13,1008,93.74,0.28200000000000003,207,60,615,0,4.3,1,207
2019,1,1,14,45,5.1000000000000005,57,592,277,3.2,1.2000000000000002,77.34,0.13,1008,93.43,0.281,187,57,592,0,4.1000000000000005,0,187
2019,1,1,15,0,5,53,559,276,3.1,1.2000000000000002,78.61,0.13,1008,94.08,0.281,164,53,559,0,4.1000000000000005,0,164
2019,1,1,15,15,4.9,49,518,277,3.2,1.2000000000000002,79.98,0.13,1008,94.73,0.28,139,49,518,0,4.1000000000000005,1,139
2019,1,1,15,30,4.9,44,469,277,3.3000000000000003,1.2000000000000002,81.47,0.13,1008,94.73,0.28,114,44,469,0,4.1000000000000005,1,114
2019,1,1,15,45,4.800000000000001,40,393,277,3.3000000000000003,1.2000000000000002,83.05,0.13,1008,94.73,0.279,88,40,393,0,4,1,88
2019,1,1,16,0,4.800000000000001,33,320,278,3.4000000000000004,1.2000000000000002,84.71000000000001,0.13,1008,94.73,0.278,62,33,320,0,4,1,62
2019,1,1,16,15,4.800000000000001,25,231,279,3.4000000000000004,1.2000000000000002,86.44,0.13,1008,94.73,0.278,39,25,231,0,4,1,39
2019,1,1,16,30,4.7,15,126,279,3.5,1.2000000000000002,88.21000000000001,0.13,1008,95.39,0.278,19,15,126,0,4,1,19
2019,1,1,16,45,4.7,0,0,280,3.5,1.2000000000000002,89.91,0.13,1008,95.47,0.278,0,0,0,0,4,1,0
2019,1,1,17,0,4.7,0,0,281,3.6,1.2000000000000002,92.5,0.13,1008,95.47,0.278,0,0,0,0,4,1,0
2019,1,1,17,15,4.7,0,0,282,3.6,1.2000000000000002,94.58,0.13,1008,95.47,0.278,0,0,0,0,4,1,0
2019,1,1,17,30,4.7,0,0,283,3.6,1.2000000000000002,96.73,0.13,1009,95.57000000000001,0.278,0,0,0,0,4.1000000000000005,1,0
2019,1,1,17,45,4.7,0,0,284,3.6,1.2000000000000002,98.93,0.13,1009,96.22,0.278,0,0,0,0,4.1000000000000005,1,0
2019,1,1,18,0,4.7,0,0,285,3.6,1.1,101.17,0.13,1009,96.22,0.278,0,0,0,0,4.1000000000000005,0,0
2019,1,1,18,15,4.800000000000001,0,0,287,3.6,1.1,103.46000000000001,0.13,1009,95.56,0.279,0,0,0,0,4.1000000000000005,0,0
2019,1,1,18,30,4.800000000000001,0,0,288,3.6,1.1,105.79,0.13,1009,95.56,0.279,0,0,0,0,4.1000000000000005,1,0
2019,1,1,18,45,4.9,0,0,290,3.6,1.1,108.15,0.13,1009,95.95,0.28,0,0,0,0,4.3,1,0
2019,1,1,19,0,4.9,0,0,292,3.6,1.1,110.54,0.13,1009,95.95,0.281,0,0,0,0,4.3,4,0
2019,1,1,19,15,4.9,0,0,294,3.6,1,112.95,0.13,1009,95.95,0.281,0,0,0,0,4.3,1,0
2019,1,1,19,30,4.9,0,0,296,3.5,1,115.38,0.13,1009,95.95,0.28200000000000003,0,0,0,0,4.3,1,0
2019,1,1,19,45,4.9,0,0,299,3.5,1,117.82000000000001,0.13,1009,96.05,0.28300000000000003,0,0,0,0,4.3,1,0
2019,1,1,20,0,4.9,0,0,301,3.5,1,120.27,0.13,1009,96.05,0.28400000000000003,0,0,0,0,4.3,4,0
2019,1,1,20,15,4.7,0,0,304,3.4000000000000004,0.9,122.72,0.13,1009,97.39,0.28500000000000003,0,0,0,0,4.3,1,0
2019,1,1,20,30,4.6000000000000005,0,0,307,3.4000000000000004,0.9,125.17,0.13,1009,98.07000000000001,0.28500000000000003,0,0,0,0,4.3,4,0
2019,1,1,20,45,4.5,0,0,310,3.3000000000000003,0.9,127.61,0.13,1009,95.86,0.28600000000000003,0,0,0,0,3.9000000000000004,1,0
2019,1,1,21,0,4.3,0,0,313,3.3000000000000003,0.9,130.02,0.13,1009,97.21000000000001,0.28700000000000003,0,0,0,0,3.9000000000000004,1,0
2019,1,1,21,15,4.2,0,0,315,3.3000000000000003,0.8,132.42000000000002,0.13,1010,97.99000000000001,0.28800000000000003,0,0,0,0,3.9000000000000004,1,0
2019,1,1,21,30,4.1000000000000005,0,0,317,3.2,0.8,134.77,0.13,1010,98.68,0.28800000000000003,0,0,0,0,3.9000000000000004,1,0
2019,1,1,21,45,3.9000000000000004,0,0,319,3.2,0.8,137.08,0.13,1010,95.07000000000001,0.289,0,0,0,0,3.2,4,0
2019,1,1,22,0,3.8000000000000003,0,0,321,3.1,0.8,139.33,0.13,1010,95.74000000000001,0.289,0,0,0,0,3.2,1,0
2019,1,1,22,15,3.6,0,0,322,3.1,0.8,141.5,0.13,1010,97.10000000000001,0.289,0,0,0,0,3.2,0,0
2019,1,1,22,30,3.4000000000000004,0,0,324,3,0.8,143.58,0.13,1010,98.47,0.29,0,0,0,0,3.2,4,0
2019,1,1,22,45,3.3000000000000003,0,0,325,3,0.8,145.55,0.13,1010,93.51,0.29,0,0,0,0,2.4000000000000004,1,0
2019,1,1,23,0,3.1,0,0,326,3,0.8,147.38,0.13,1010,94.84,0.29,0,0,0,0,2.4000000000000004,1,0
2019,1,1,23,15,3,0,0,326,2.9000000000000004,0.7000000000000001,149.05,0.13,1010,95.51,0.29,0,0,0,0,2.4000000000000004,1,0
2019,1,1,23,30,2.9000000000000004,0,0,326,2.9000000000000004,0.7000000000000001,150.51,0.13,1010,96.19,0.291,0,0,0,0,2.4000000000000004,0,0
2019,1,1,23,45,2.7,0,0,327,2.9000000000000004,0.7000000000000001,151.75,0.13,1010,93.64,0.291,0,0,0,1,1.8,0,0
2019,1,2,0,0,2.6,0,0,327,2.9000000000000004,0.7000000000000001,152.73,0.13,1010,94.3,0.291,0,0,0,0,1.8,4,0
2019,1,2,0,15,2.6,0,0,327,2.9000000000000004,0.7000000000000001,153.41,0.13,1010,94.3,0.291,0,0,0,0,1.8,4,0
2019,1,2,0,30,2.6,0,0,327,2.9000000000000004,0.7000000000000001,153.77,0.13,1010,94.3,0.291,0,0,0,0,1.8,1,0
2019,1,2,0,45,2.6,0,0,327,2.9000000000000004,0.7000000000000001,153.8,0.13,1010,94.3,0.291,0,0,0,0,1.8,1,0
2019,1,2,1,0,1.8,0,0,326,2.6,0.6000000000000001,153.5,0.13,1011,95.94,0.292,0,0,0,0,1.2000000000000002,4,0
2019,1,2,1,15,1.5,0,0,326,2.6,0.6000000000000001,152.88,0.13,1011,98.02,0.293,0,0,0,0,1.2000000000000002,1,0
2019,1,2,1,30,1.3,0,0,326,2.6,0.6000000000000001,151.96,0.13,1011,99.44,0.293,0,0,0,0,1.2000000000000002,4,0
2019,1,2,1,45,1,0,0,326,2.5,0.6000000000000001,150.76,0.13,1011,97.01,0.294,0,0,0,0,0.6000000000000001,1,0
2019,1,2,2,0,0.8,0,0,326,2.5,0.6000000000000001,149.34,0.13,1011,98.42,0.294,0,0,0,0,0.6000000000000001,1,0
2019,1,2,2,15,0.6000000000000001,0,0,326,2.6,0.6000000000000001,147.71,0.13,1011,99.85000000000001,0.295,0,0,0,0,0.6000000000000001,4,0
2019,1,2,2,30,0.5,0,0,325,2.6,0.6000000000000001,145.91,0.13,1011,100,0.295,0,0,0,0,0.5,4,0
2019,1,2,2,45,0.4,0,0,325,2.7,0.6000000000000001,143.96,0.13,1011,98.19,0.296,0,0,0,0,0.1,4,0
2019,1,2,3,0,0.30000000000000004,0,0,325,2.7,0.5,141.9,0.13,1011,98.91,0.296,0,0,0,0,0.1,4,0
2019,1,2,3,15,0.2,0,0,323,2.8000000000000003,0.5,139.74,0.13,1011,99.62,0.297,0,0,0,0,0.1,4,0
2019,1,2,3,30,0.2,0,0,320,2.8000000000000003,0.6000000000000001,137.5,0.13,1011,99.62,0.297,0,0,0,0,0.1,4,0
2019,1,2,3,45,0.1,0,0,318,2.9000000000000004,0.6000000000000001,135.21,0.13,1011,97.67,0.298,0,0,0,0,-0.2,1,0
2019,1,2,4,0,0,0,0,316,2.9000000000000004,0.6000000000000001,132.86,0.13,1011,98.38,0.298,0,0,0,0,-0.2,4,0
2019,1,2,4,15,0,0,0,315,3,0.6000000000000001,130.47,0.13,1011,98.38,0.299,0,0,0,0,-0.2,4,0
2019,1,2,4,30,0.1,0,0,313,3.2,0.6000000000000001,128.05,0.13,1011,97.67,0.299,0,0,0,0,-0.2,4,0
2019,1,2,4,45,0.1,0,0,311,3.3000000000000003,0.6000000000000001,125.62,0.13,1011,95.78,0.3,0,0,0,0,-0.5,4,0
2019,1,2,5,0,0.1,0,0,310,3.4000000000000004,0.6000000000000001,123.17,0.13,1011,95.78,0.301,0,0,0,0,-0.5,4,0
2019,1,2,5,15,-0.1,0,0,309,3.3000000000000003,0.6000000000000001,120.72,0.13,1012,97.27,0.301,0,0,0,0,-0.5,4,0
2019,1,2,5,30,-0.30000000000000004,0,0,309,3.3000000000000003,0.6000000000000001,118.27,0.13,1012,98.7,0.302,0,0,0,0,-0.5,4,0
2019,1,2,5,45,-0.4,0,0,308,3.2,0.6000000000000001,115.82000000000001,0.13,1012,94.76,0.302,0,0,0,0,-1.1,4,0
2019,1,2,6,0,-0.6000000000000001,0,0,307,3.2,0.6000000000000001,113.39,0.13,1012,96.15,0.303,0,0,0,0,-1.1,4,0
2019,1,2,6,15,-0.7000000000000001,0,0,307,3.2,0.6000000000000001,110.97,0.13,1012,96.85000000000001,0.303,0,0,0,0,-1.1,1,0
2019,1,2,6,30,-0.8,0,0,307,3.3000000000000003,0.6000000000000001,108.58,0.13,1012,97.56,0.304,0,0,0,0,-1.1,4,0
2019,1,2,6,45,-0.9,0,0,307,3.3000000000000003,0.6000000000000001,106.21000000000001,0.13,1012,95.11,0.304,0,0,0,0,-1.6,4,0
2019,1,2,7,0,-0.9,0,0,307,3.4000000000000004,0.6000000000000001,103.87,0.13,1012,95.11,0.304,0,0,0,0,-1.6,4,0
2019,1,2,7,15,-1,0,0,306,3.4000000000000004,0.6000000000000001,101.57000000000001,0.13,1012,95.8,0.305,0,0,0,0,-1.6,4,0
2019,1,2,7,30,-1.1,0,0,306,3.3000000000000003,0.6000000000000001,99.32000000000001,0.13,1012,96.51,0.305,0,0,0,0,-1.6,4,0
2019,1,2,7,45,-1.2000000000000002,0,0,306,3.3000000000000003,0.6000000000000001,97.11,0.13,1012,94.52,0.305,0,0,0,0,-2,4,0
2019,1,2,8,0,-1.2000000000000002,0,0,306,3.3000000000000003,0.6000000000000001,94.95,0.13,1012,94.52,0.306,0,0,0,0,-2,4,0
2019,1,2,8,15,-1,0,0,307,3.4000000000000004,0.6000000000000001,92.85000000000001,0.13,1012,93.15,0.306,0,0,0,0,-2,4,0
2019,1,2,8,30,-0.8,0,0,308,3.5,0.6000000000000001,90.18,0.13,1013,91.89,0.306,0,0,0,0,-2,4,0
2019,1,2,8,45,-0.7000000000000001,15,76,308,3.5,0.6000000000000001,88.49,0.13,1013,93.51,0.306,2,2,0,3,-1.6,4,17
2019,1,2,9,0,-0.5,25,186,309,3.6,0.6000000000000001,86.73,0.13,1013,92.16,0.306,3,3,0,3,-1.6,4,36
2019,1,2,9,15,-0.1,34,288,311,3.7,0.6000000000000001,84.99,0.13,1013,89.52,0.306,5,5,0,3,-1.6,4,60
2019,1,2,9,30,0.30000000000000004,42,372,312,3.7,0.6000000000000001,83.3,0.13,1013,86.97,0.307,6,6,0,3,-1.6,4,86
2019,1,2,9,45,0.6000000000000001,49,430,313,3.8000000000000003,0.6000000000000001,81.71000000000001,0.13,1013,91.32000000000001,0.307,8,8,0,3,-0.7000000000000001,4,111
2019,1,2,10,0,1,55,486,315,3.9000000000000004,0.6000000000000001,80.2,0.13,1013,88.73,0.307,9,9,0,3,-0.7000000000000001,4,138
2019,1,2,10,15,1.4000000000000001,60,532,315,3.9000000000000004,0.6000000000000001,78.8,0.13,1013,86.22,0.307,11,11,0,3,-0.7000000000000001,4,163
2019,1,2,10,30,1.9000000000000001,63,570,315,3.9000000000000004,0.6000000000000001,77.51,0.13,1013,83.19,0.307,13,13,0,3,-0.7000000000000001,4,187
2019,1,2,10,45,2.3000000000000003,69,585,315,4,0.6000000000000001,76.34,0.13,1013,87.21000000000001,0.307,14,14,0,3,0.4,4,207
2019,1,2,11,0,2.8000000000000003,72,611,316,4,0.6000000000000001,75.3,0.13,1013,84.17,0.307,16,16,0,3,0.4,4,227
2019,1,2,11,15,3.1,74,632,318,4.2,0.6000000000000001,74.39,0.13,1013,82.41,0.307,17,17,0,0,0.4,4,244
2019,1,2,11,30,3.5,76,648,319,4.3,0.6000000000000001,73.63,0.13,1013,80.12,0.307,18,18,0,0,0.4,4,259
2019,1,2,11,45,3.8000000000000003,76,668,321,4.4,0.6000000000000001,73,0.13,1013,81.02,0.307,19,19,0,0,0.8,4,272
2019,1,2,12,0,4.1000000000000005,77,678,323,4.5,0.6000000000000001,72.52,0.13,1013,79.34,0.306,20,20,0,0,0.8,4,281
2019,1,2,12,15,4.3,78,678,325,4.6000000000000005,0.7000000000000001,72.2,0.13,1013,78.23,0.306,20,20,0,0,0.8,4,285
2019,1,2,12,30,4.4,78,681,327,4.6000000000000005,0.7000000000000001,72.02,0.13,1013,77.69,0.306,21,21,0,0,0.8,4,289
2019,1,2,12,45,4.5,73,708,329,4.7,0.7000000000000001,72.01,0.13,1013,76.32000000000001,0.305,21,21,0,0,0.7000000000000001,4,292
2019,1,2,13,0,4.7,73,706,331,4.800000000000001,0.7000000000000001,72.14,0.13,1013,75.27,0.305,20,20,0,0,0.7000000000000001,4,289
2019,1,2,13,15,4.6000000000000005,72,701,332,4.7,0.7000000000000001,72.43,0.13,1013,75.79,0.304,20,20,0,0,0.7000000000000001,4,283
2019,1,2,13,30,4.6000000000000005,71,693,333,4.6000000000000005,0.7000000000000001,72.87,0.13,1013,75.79,0.304,19,19,0,0,0.7000000000000001,4,275
2019,1,2,13,45,4.6000000000000005,69,685,334,4.5,0.7000000000000001,73.47,0.13,1013,74.33,0.304,18,18,0,0,0.4,4,264
2019,1,2,14,0,4.6000000000000005,67,670,335,4.4,0.7000000000000001,74.2,0.13,1013,74.33,0.303,17,17,0,0,0.4,4,250
2019,1,2,14,15,4.4,65,651,334,4.2,0.7000000000000001,75.08,0.13,1013,75.38,0.303,16,16,0,3,0.4,4,233
2019,1,2,14,30,4.2,63,628,334,4,0.7000000000000001,76.09,0.13,1013,76.44,0.302,14,14,0,3,0.4,4,214
2019,1,2,14,45,4,60,601,334,3.7,0.7000000000000001,77.23,0.13,1013,77.10000000000001,0.302,13,13,0,3,0.30000000000000004,4,193
2019,1,2,15,0,3.8000000000000003,57,566,334,3.5,0.7000000000000001,78.49,0.13,1013,78.19,0.301,11,11,0,3,0.30000000000000004,4,170
2019,1,2,15,15,3.3000000000000003,52,524,334,3.2,0.7000000000000001,79.86,0.13,1013,80.99,0.301,10,10,0,3,0.30000000000000004,4,144
2019,1,2,15,30,2.7,47,472,334,2.9000000000000004,0.7000000000000001,81.34,0.13,1013,84.5,0.301,8,8,0,3,0.30000000000000004,4,118
2019,1,2,15,45,2.1,41,413,334,2.7,0.7000000000000001,82.92,0.13,1013,84.52,0.301,6,6,0,3,-0.2,4,92
2019,1,2,16,0,1.6,34,334,334,2.4000000000000004,0.7000000000000001,84.58,0.13,1014,87.68,0.3,5,5,0,3,-0.2,4,66
2019,1,2,16,15,1.2000000000000002,26,237,334,2.4000000000000004,0.7000000000000001,86.31,0.13,1014,90.23,0.3,4,4,0,3,-0.2,4,42
2019,1,2,16,30,0.9,17,122,334,2.3000000000000003,0.7000000000000001,88.08,0.13,1014,92.19,0.3,2,2,0,3,-0.2,4,21
2019,1,2,16,45,0.5,0,0,335,2.3000000000000003,0.7000000000000001,89.79,0.13,1014,91,0.301,0,0,0,0,-0.8,4,0
2019,1,2,17,0,0.2,0,0,335,2.2,0.7000000000000001,92.37,0.13,1014,92.99,0.301,0,0,0,0,-0.8,4,0
2019,1,2,17,15,0,0,0,335,2.2,0.7000000000000001,94.45,0.13,1014,94.35000000000001,0.301,0,0,0,0,-0.8,4,0
2019,1,2,17,30,-0.2,0,0,335,2.1,0.7000000000000001,96.59,0.13,1014,95.73,0.301,0,0,0,0,-0.8,4,0
2019,1,2,17,45,-0.4,0,0,335,2.1,0.7000000000000001,98.79,0.13,1014,95.31,0.301,0,0,0,0,-1.1,0,0
2019,1,2,18,0,-0.6000000000000001,0,0,335,2.1,0.7000000000000001,101.03,0.13,1014,96.7,0.301,0,0,0,0,-1.1,1,0
2019,1,2,18,15,-0.8,0,0,336,2.1,0.7000000000000001,103.32000000000001,0.13,1014,98.12,0.301,0,0,0,0,-1.1,1,0
